UserID,Version,Age,IncomeBracket,CreditScoreRange,ExistingCustomer,SessionDuration_seconds,ApplicationCompleted
1275,B,70,Medium,Good,True,335,False
1276,B,59,Low,Good,False,384,False
1277,B,53,Very High,Poor,False,157,False
1278,B,44,High,Fair,False,209,False
1279,B,55,Medium,Poor,True,302,False
1280,B,24,Very High,Good,True,503,False
1281,B,22,Medium,Good,False,471,False
1282,A,60,Medium,Poor,False,532,False
1283,A,62,High,Fair,True,159,False
1284,A,75,High,Fair,False,161,False
1285,B,74,High,Excellent,True,113,False
1286,A,68,Low,Excellent,False,511,False
1287,A,48,Medium,Poor,True,522,False
1288,B,40,Very High,Good,False,419,False
1289,A,59,Low,Fair,False,382,False
1290,B,27,Medium,Fair,False,354,False
1291,A,49,Medium,Good,True,98,False
1292,A,60,Medium,Excellent,False,576,False
1293,B,70,Medium,Excellent,False,477,False
1294,A,47,Very High,Good,True,557,False
1295,A,56,Low,Fair,False,146,False
1296,B,48,Low,Good,False,145,False
1297,B,35,Low,Fair,False,194,False
1298,A,53,High,Good,False,517,True
1299,B,19,Medium,Fair,True,95,False
1300,A,31,Medium,Good,False,476,False
1301,A,30,High,Fair,True,455,False
1302,B,46,High,Fair,False,493,False
1303,B,29,High,Excellent,False,580,False
1304,B,56,Very High,Poor,False,294,False
1305,B,19,Medium,Good,True,120,False
1306,B,49,High,Fair,True,371,False
1307,B,30,Medium,Poor,False,243,False
1308,A,63,High,Poor,False,364,False
1309,B,44,High,Fair,False,307,False
1310,A,66,High,Excellent,False,78,False
1311,A,58,High,Fair,False,468,False
1312,A,34,Low,Excellent,True,186,False
1313,A,57,Medium,Good,True,451,False
1314,B,48,Very High,Fair,True,280,True
1315,B,51,Very High,Good,True,402,False
1316,B,41,Low,Good,False,559,False
1317,A,62,Low,Good,False,356,False
1318,A,52,Low,Fair,False,126,False
1319,A,65,High,Fair,True,542,False
1320,A,23,High,Excellent,True,245,False
1321,B,36,Low,Excellent,True,161,False
1322,B,47,Medium,Excellent,True,289,False
1323,B,24,High,Fair,False,154,False
1324,A,27,High,Good,True,111,False
1325,B,58,Medium,Good,False,312,False
1326,B,49,Medium,Good,True,493,False
1327,B,51,Medium,Fair,False,88,False
1328,B,45,Medium,Good,False,573,False
1329,A,32,Medium,Fair,True,190,False
1330,A,47,High,Fair,False,313,False
1331,A,54,High,Excellent,False,135,False
1332,B,46,Medium,Fair,False,134,True
1333,A,39,High,Poor,True,468,False
1334,A,21,Low,Poor,False,257,False
1335,A,37,Medium,Excellent,False,455,False
1336,A,49,Low,Good,False,216,False
1337,B,53,Low,Fair,False,347,False
1338,B,67,High,Good,False,493,False
1339,A,21,Very High,Good,False,253,False
1340,A,44,Low,Fair,False,380,False
1341,A,34,Medium,Good,False,501,False
1342,A,29,High,Good,False,85,False
1343,A,39,Low,Good,False,208,False
1344,A,34,Medium,Fair,False,42,False
1345,A,27,High,Excellent,False,469,False
1346,B,71,Medium,Good,True,47,False
1347,B,18,Low,Fair,False,552,False
1348,A,39,Medium,Fair,False,142,True
1349,A,43,High,Poor,False,258,False
1350,B,73,Medium,Poor,False,200,False
1351,B,35,Low,Good,True,324,False
1352,B,67,High,Poor,False,218,False
1353,B,31,Low,Fair,True,455,False
1354,A,64,High,Good,False,230,True
1355,A,46,Low,Poor,False,476,False
1356,B,29,Very High,Excellent,False,211,True
1357,A,53,Medium,Fair,True,528,False
1358,B,52,Medium,Fair,False,310,False
1359,B,69,Low,Fair,True,80,False
1360,B,29,Medium,Fair,True,155,False
1361,A,24,High,Poor,True,287,False
1362,B,46,Very High,Good,True,259,False
1363,A,28,Medium,Excellent,False,39,False
1364,B,50,Medium,Fair,False,100,False
1365,B,23,High,Good,True,277,False
1366,A,64,High,Good,False,175,False
1367,B,32,Medium,Good,True,416,False
1368,B,49,Medium,Fair,False,247,False
1369,A,68,Medium,Fair,False,325,False
1370,A,28,High,Fair,False,259,False
1371,A,75,Low,Good,False,499,False
1372,A,40,Medium,Good,False,535,True
1373,A,43,Medium,Fair,True,222,False
1374,B,51,High,Fair,False,97,False
1375,A,63,Low,Excellent,True,523,True
1376,A,51,Medium,Good,False,846,True
1377,B,46,Medium,Excellent,False,166,True
1378,A,21,Medium,Good,False,392,False
1379,B,34,Low,Fair,True,340,False
1380,A,52,Medium,Good,False,503,False
1381,A,30,Medium,Good,True,184,False
1382,B,58,Medium,Poor,False,550,False
1383,B,56,Medium,Good,True,387,False
1384,B,32,High,Good,True,460,False
1385,B,72,High,Fair,False,228,False
1386,B,46,Medium,Good,False,327,False
1387,A,46,High,Good,True,464,True
1388,A,28,Medium,Excellent,True,477,False
1389,B,69,Low,Poor,False,293,False
1390,B,49,Low,Fair,False,227,False
1391,B,19,Medium,Good,False,157,False
1392,A,64,High,Fair,True,561,False
1393,A,31,High,Good,True,440,False
1394,B,37,High,Good,True,869,True
1395,A,39,Medium,Poor,True,94,False
1396,B,28,Medium,Good,False,113,False
1397,B,44,Low,Good,False,270,False
1398,A,20,Medium,Fair,True,398,False
1399,B,34,Medium,Excellent,True,565,False
1400,B,61,Low,Good,True,413,False
1401,A,73,Low,Good,False,460,False
1402,B,45,Medium,Good,False,112,False
1403,B,46,High,Good,True,860,True
1404,B,38,Very High,Excellent,True,726,True
1405,A,64,Very High,Good,False,534,False
1406,B,33,Medium,Good,False,540,False
1407,A,54,Medium,Excellent,False,570,False
1408,A,37,Medium,Fair,True,315,False
1409,B,23,High,Good,True,563,False
1410,A,36,Low,Fair,False,488,False
1411,A,74,Medium,Fair,True,241,False
1412,B,22,High,Fair,True,155,False
1413,B,20,Medium,Excellent,False,442,False
1414,B,18,Medium,Excellent,True,528,False
1415,B,75,Medium,Good,False,454,True
1416,A,55,Low,Good,True,583,False
1417,A,32,Medium,Good,True,158,False
1418,A,51,Medium,Excellent,False,572,True
1419,B,52,Low,Good,True,187,False
1420,B,66,Low,Fair,False,141,False
1421,B,42,High,Fair,False,431,False
1422,B,41,Medium,Good,True,343,False
1423,A,29,Medium,Good,False,151,False
1424,A,35,Medium,Fair,True,302,False
1425,A,32,Very High,Poor,False,323,False
1426,B,61,Medium,Good,True,427,False
1427,A,33,Medium,Poor,False,500,False
1428,B,44,High,Good,True,236,False
1429,A,25,High,Excellent,False,139,False
1430,A,63,Low,Fair,False,469,False
1431,A,42,High,Fair,False,307,False
1432,B,34,Medium,Good,True,597,False
1433,B,46,Medium,Good,True,598,False
1434,A,70,Low,Good,False,511,True
1435,A,25,Low,Excellent,False,524,False
1436,B,32,High,Poor,True,143,False
1437,A,44,Medium,Good,False,245,False
1438,B,63,Medium,Good,True,521,False
1439,B,67,High,Excellent,False,506,True
1440,A,69,High,Fair,True,565,False
1441,A,24,Low,Good,True,350,False
1442,B,20,Medium,Good,False,208,False
1443,A,46,Low,Fair,True,248,False
1444,A,61,High,Poor,False,45,False
1445,B,70,High,Excellent,False,557,False
1446,B,41,Very High,Fair,True,521,False
1447,B,75,Low,Fair,True,90,False
1448,B,20,Low,Fair,False,83,False
1449,A,37,Medium,Excellent,True,144,False
1450,A,63,Medium,Good,False,567,False
1451,B,32,Low,Good,False,426,False
1452,B,42,Very High,Fair,False,94,False
1453,A,47,Low,Good,True,132,False
1454,B,31,Medium,Good,True,207,False
1455,A,24,High,Good,True,344,False
1456,A,34,Medium,Excellent,True,200,False
1457,A,61,High,Poor,False,302,False
1458,A,37,Low,Good,False,190,False
1459,A,53,Medium,Poor,True,564,False
1460,A,26,Low,Good,True,420,False
1461,A,55,Low,Fair,True,484,False
1462,B,65,Very High,Fair,False,356,False
1463,B,74,Low,Fair,True,137,False
1464,B,39,Medium,Good,False,57,False
1465,B,71,Medium,Fair,True,191,False
1466,A,70,Medium,Good,False,576,False
1467,A,70,High,Fair,False,481,False
1468,B,19,Low,Poor,True,235,False
1469,A,41,High,Good,True,354,False
1470,B,25,Very High,Fair,False,45,False
1471,A,28,Medium,Fair,True,356,False
1472,B,30,Very High,Good,False,401,False
1473,A,34,Low,Fair,False,385,False
1474,B,25,Medium,Poor,False,31,False
1475,B,38,Medium,Fair,False,39,False
1476,B,35,High,Excellent,True,463,False
1477,A,47,Very High,Good,True,154,False
1478,B,35,Medium,Good,False,110,False
1479,B,63,High,Good,True,514,False
1480,B,64,Low,Fair,False,413,False
1481,B,48,Medium,Fair,True,867,True
1482,B,55,Medium,Good,True,179,True
1483,A,49,Very High,Poor,False,365,False
1484,B,28,Medium,Fair,True,369,False
1485,B,62,Medium,Fair,False,158,False
1486,B,42,Low,Fair,False,467,False
1487,A,50,Low,Excellent,False,543,False
1488,A,55,Low,Poor,False,530,False
1489,B,58,Medium,Good,False,87,False
1490,B,25,High,Fair,False,227,False
1491,A,28,Medium,Excellent,True,240,False
1492,B,39,Medium,Poor,False,74,False
1493,A,68,Low,Fair,False,126,False
1494,A,41,High,Good,False,308,False
1495,A,58,High,Good,False,564,False
1496,A,34,Low,Fair,True,439,False
1497,B,29,High,Fair,False,490,False
1498,A,74,Medium,Fair,False,420,False
1499,B,63,Low,Fair,True,420,False
1500,B,49,Medium,Fair,False,73,False
1501,B,32,Medium,Good,False,508,True
1502,B,33,Low,Fair,False,135,False
1503,A,71,Very High,Fair,False,126,False
1504,B,39,High,Good,False,577,False
1505,B,45,High,Excellent,True,391,False
1506,A,37,Medium,Good,False,596,False
1507,B,50,Medium,Poor,True,129,False
1508,B,27,High,Poor,False,248,False
1509,B,57,Medium,Excellent,False,214,False
1510,B,49,Low,Fair,True,233,True
1511,B,67,Medium,Poor,True,172,False
1512,A,50,High,Good,False,159,False
1513,B,19,Medium,Good,True,596,False
1514,B,50,Low,Good,False,289,False
1515,A,50,High,Fair,True,470,False
1516,A,58,Low,Poor,True,260,False
1517,A,30,Medium,Excellent,False,299,False
1518,B,47,Low,Fair,False,91,False
1519,B,50,Medium,Good,False,131,False
1520,A,30,High,Good,True,363,True
1521,B,69,Medium,Good,False,183,False
1522,A,43,Low,Fair,False,576,False
1523,B,39,High,Fair,False,108,False
1524,B,56,High,Good,False,490,False
1525,B,19,High,Excellent,False,491,False
1526,A,55,Low,Excellent,False,442,False
1527,A,56,Medium,Poor,True,575,False
1528,A,43,Very High,Fair,False,127,False
1529,A,63,High,Excellent,True,198,False
1530,B,75,Low,Good,False,586,False
1531,B,67,Low,Excellent,True,61,False
1532,B,32,Medium,Fair,False,571,False
1533,B,51,Very High,Good,False,544,False
1534,B,59,Medium,Good,True,343,False
1535,B,72,Medium,Good,True,61,False
1536,B,61,Low,Fair,True,316,False
1537,B,66,High,Poor,False,415,False
1538,A,57,High,Good,False,72,False
1539,A,28,Medium,Fair,True,566,False
1540,A,20,High,Good,False,30,False
1541,B,23,Very High,Excellent,True,340,False
1542,B,26,Low,Fair,False,299,True
1543,A,23,Medium,Good,False,209,True
1544,B,26,Medium,Fair,True,201,False
1545,B,56,High,Good,False,547,True
1546,A,48,Medium,Excellent,True,132,False
1547,A,49,Medium,Poor,True,39,False
1548,B,58,High,Poor,True,87,False
1549,B,67,Medium,Fair,True,449,True
1550,B,29,Very High,Poor,False,255,False
1551,B,25,Medium,Good,False,191,False
1552,B,25,Low,Excellent,False,100,False
1553,B,67,High,Fair,True,155,False
1554,B,45,High,Fair,True,238,False
1555,B,37,Medium,Fair,False,126,False
1556,A,64,High,Good,False,432,True
1557,A,24,Very High,Poor,True,594,False
1558,A,28,Medium,Good,False,220,False
1559,B,37,Very High,Good,False,513,False
1560,B,33,Low,Good,False,383,False
1561,B,21,Low,Fair,False,129,False
1562,A,23,Low,Good,True,677,True
1563,A,75,High,Poor,True,520,False
1564,A,39,High,Fair,False,582,False
1565,A,43,Low,Excellent,True,61,False
1566,B,20,Medium,Good,False,556,False
1567,A,58,Medium,Poor,False,358,False
1568,A,59,Low,Fair,True,517,False
1569,B,31,High,Fair,False,313,False
1570,A,28,High,Fair,True,357,False
1571,B,35,Medium,Fair,False,581,False
1572,B,71,Very High,Poor,False,523,False
1573,A,29,Medium,Good,False,216,False
1574,B,40,Very High,Good,False,527,False
1575,B,29,High,Good,False,471,False
1576,B,30,Medium,Good,False,159,False
1577,A,42,Low,Poor,False,258,False
1578,B,62,High,Excellent,True,321,False
1579,A,68,Medium,Good,True,143,False
1580,A,75,Low,Good,True,228,False
1581,A,36,Low,Good,True,42,False
1582,B,72,Medium,Excellent,False,300,False
1583,A,63,Medium,Good,False,311,False
1584,A,53,High,Fair,False,244,False
1585,B,62,High,Good,True,473,False
1586,A,25,Low,Good,False,819,True
1587,A,46,High,Good,True,541,False
1588,A,72,Low,Good,False,476,True
1589,A,70,High,Poor,False,146,False
1590,A,72,High,Fair,True,103,False
1591,A,49,Medium,Excellent,True,566,False
1592,B,68,High,Good,True,130,False
1593,A,61,Medium,Good,False,205,False
1594,A,35,Medium,Fair,False,456,False
1595,B,23,High,Fair,False,146,False
1596,A,35,Medium,Excellent,True,195,False
1597,B,36,Medium,Good,False,70,False
1598,A,39,Medium,Good,False,458,False
1599,A,54,High,Good,False,373,False
1600,A,49,Medium,Good,True,453,False
1601,A,73,Low,Fair,True,395,False
1602,A,58,High,Good,False,149,False
1603,A,20,High,Fair,True,215,False
1604,A,45,Low,Fair,True,179,False
1605,A,27,Low,Good,True,567,False
1606,A,68,Low,Excellent,False,258,False
1607,A,52,Medium,Poor,False,307,False
1608,A,46,Medium,Good,False,159,False
1609,B,71,High,Fair,False,381,False
1610,B,32,High,Fair,False,347,False
1611,A,50,Medium,Poor,True,262,False
1612,B,24,Medium,Fair,False,280,False
1613,B,29,High,Good,True,366,True
1614,A,66,Medium,Poor,False,302,False
1615,B,47,Very High,Good,True,146,False
1616,B,38,Medium,Excellent,True,215,False
1617,A,48,Low,Poor,True,397,False
1618,A,75,High,Good,True,123,False
1619,B,41,Medium,Fair,True,197,True
1620,B,37,High,Good,True,461,False
1621,A,54,Low,Fair,False,370,False
1622,A,21,Low,Fair,False,239,False
1623,A,45,High,Fair,False,401,False
1624,A,61,Low,Poor,False,181,False
1625,B,37,High,Fair,False,150,False
1626,A,41,Medium,Good,False,303,False
1627,A,67,Medium,Excellent,False,583,False
1628,B,66,High,Good,True,525,False
1629,A,68,Medium,Good,True,553,False
1630,A,49,Medium,Poor,False,130,False
1631,B,58,Low,Fair,False,586,False
1632,B,53,Low,Fair,False,111,False
1633,B,75,Medium,Fair,True,558,False
1634,B,70,High,Good,True,102,False
1635,A,51,Very High,Good,False,43,False
1636,A,53,High,Fair,True,462,False
1637,B,19,High,Fair,False,186,False
1638,A,32,High,Good,False,380,False
1639,A,51,High,Good,False,161,False
1640,A,53,Medium,Fair,False,367,True
1641,A,23,Very High,Excellent,False,433,False
1642,A,56,High,Excellent,False,405,False
1643,A,59,Medium,Fair,False,588,False
1644,A,68,Low,Fair,False,136,False
1645,A,68,Medium,Good,True,649,True
1646,B,75,Medium,Excellent,True,294,False
1647,B,71,High,Excellent,True,234,False
1648,B,29,Medium,Poor,False,108,False
1649,B,20,Medium,Fair,False,184,False
1650,A,62,Very High,Good,False,333,False
1651,A,35,Low,Good,True,276,True
1652,B,57,Medium,Fair,True,560,False
1653,B,38,Low,Excellent,False,422,False
1654,B,32,High,Good,True,567,False
1655,A,50,Very High,Good,False,434,False
1656,A,52,Medium,Excellent,False,183,False
1657,A,43,High,Good,False,183,False
1658,A,25,Medium,Fair,True,585,False
1659,B,53,Very High,Good,True,121,False
1660,B,65,High,Fair,True,462,False
1661,A,47,High,Good,False,367,False
1662,B,40,Low,Fair,False,509,True
1663,B,59,Very High,Good,True,105,False
1664,A,61,High,Fair,False,160,False
1665,A,31,Medium,Poor,False,479,False
1666,A,31,High,Fair,True,244,False
1667,A,19,Medium,Poor,False,422,False
1668,A,72,High,Good,False,302,False
1669,A,54,Low,Good,True,376,False
1670,A,22,High,Good,True,206,False
1671,A,55,Medium,Fair,False,452,False
1672,B,62,Low,Poor,False,144,False
1673,A,58,Low,Poor,False,60,False
1674,B,71,Low,Fair,False,78,False
1675,A,64,Medium,Excellent,False,596,False
1676,B,31,Medium,Fair,True,568,False
1677,A,73,Medium,Fair,False,384,False
1678,A,56,Medium,Poor,False,562,False
1679,B,42,Medium,Fair,True,337,False
1680,B,37,High,Good,False,370,False
1681,B,19,Low,Good,False,284,False
1682,A,56,Very High,Fair,True,566,False
1683,A,23,High,Poor,False,75,False
1684,B,34,High,Fair,True,331,False
1685,B,42,Medium,Fair,True,352,False
1686,B,74,High,Fair,True,437,False
1687,B,45,Low,Excellent,False,218,False
1688,A,19,Low,Good,False,589,False
1689,B,52,Low,Good,True,400,False
1690,A,54,High,Fair,False,158,False
1691,A,22,Low,Fair,True,590,False
1692,A,18,Medium,Good,False,566,False
1693,B,57,Very High,Good,False,295,False
1694,A,29,High,Good,False,147,True
1695,A,73,Medium,Fair,False,493,False
1696,B,53,Low,Good,True,173,False
