,user_id,group,converted
1577,1577,B,0
1578,1578,B,0
1579,1579,A,0
1580,1580,B,1
1581,1581,A,0
1582,1582,B,0
1583,1583,B,0
1584,1584,B,0
1585,1585,B,0
1586,1586,A,0
1587,1587,B,0
1588,1588,A,1
1589,1589,A,0
1590,1590,A,0
1591,1591,B,0
1592,1592,B,0
1593,1593,A,0
1594,1594,B,1
1595,1595,A,1
1596,1596,A,0
1597,1597,B,0
1598,1598,B,0
1599,1599,B,0
1600,1600,A,0
1601,1601,A,0
1602,1602,A,0
1603,1603,A,0
1604,1604,B,0
1605,1605,B,1
1606,1606,B,0
1607,1607,A,0
1608,1608,B,0
1609,1609,B,1
1610,1610,B,0
1611,1611,B,0
1612,1612,A,0
1613,1613,A,0
1614,1614,B,0
1615,1615,A,0
1616,1616,B,0
1617,1617,A,0
1618,1618,A,0
1619,1619,A,0
1620,1620,A,0
1621,1621,A,0
1622,1622,A,1
1623,1623,B,0
1624,1624,B,0
1625,1625,A,0
1626,1626,B,0
1627,1627,A,0
1628,1628,B,0
1629,1629,B,0
1630,1630,B,1
1631,1631,A,0
1632,1632,A,0
1633,1633,A,0
1634,1634,A,0
1635,1635,B,0
1636,1636,B,1
1637,1637,B,0
1638,1638,B,0
1639,1639,A,0
1640,1640,B,0
1641,1641,B,0
1642,1642,A,0
1643,1643,A,1
1644,1644,B,0
1645,1645,A,1
1646,1646,A,0
1647,1647,A,1
1648,1648,A,0
1649,1649,A,0
1650,1650,A,0
1651,1651,A,0
1652,1652,A,0
1653,1653,B,0
1654,1654,A,0
1655,1655,A,0
1656,1656,A,0
1657,1657,A,0
1658,1658,B,0
1659,1659,B,0
1660,1660,B,0
1661,1661,B,0
1662,1662,A,0
1663,1663,B,0
1664,1664,A,0
1665,1665,A,0
1666,1666,A,1
1667,1667,B,0
1668,1668,A,0
1669,1669,B,0
1670,1670,A,0
1671,1671,B,0
1672,1672,B,0
1673,1673,B,0
1674,1674,A,0
1675,1675,A,0
1676,1676,B,0
1677,1677,B,0
1678,1678,A,0
1679,1679,A,0
1680,1680,A,1
1681,1681,A,0
1682,1682,B,0
1683,1683,B,0
1684,1684,B,0
1685,1685,A,0
1686,1686,B,0
1687,1687,A,0
1688,1688,B,0
1689,1689,A,0
1690,1690,B,0
1691,1691,A,0
1692,1692,B,1
1693,1693,A,0
1694,1694,B,0
1695,1695,B,0
1696,1696,A,0
1697,1697,B,0
1698,1698,B,1
1699,1699,A,0
1700,1700,A,0
1701,1701,B,0
1702,1702,A,0
1703,1703,B,0
1704,1704,B,0
1705,1705,B,0
1706,1706,A,0
1707,1707,A,0
1708,1708,B,0
1709,1709,B,0
1710,1710,A,0
1711,1711,B,0
1712,1712,B,0
1713,1713,B,0
1714,1714,B,1
1715,1715,B,1
1716,1716,B,0
1717,1717,B,0
1718,1718,B,0
1719,1719,B,0
1720,1720,B,0
1721,1721,A,0
1722,1722,B,1
1723,1723,A,0
1724,1724,B,0
1725,1725,B,0
1726,1726,A,0
1727,1727,B,0
1728,1728,A,0
1729,1729,B,0
1730,1730,A,0
1731,1731,A,0
1732,1732,A,0
1733,1733,B,0
1734,1734,B,0
1735,1735,A,0
1736,1736,A,0
1737,1737,A,0
1738,1738,A,0
1739,1739,A,0
1740,1740,B,0
1741,1741,B,0
1742,1742,A,0
1743,1743,A,0
1744,1744,A,0
1745,1745,A,0
1746,1746,A,0
1747,1747,A,0
1748,1748,A,0
1749,1749,A,0
1750,1750,A,0
1751,1751,A,0
1752,1752,B,0
1753,1753,A,0
1754,1754,A,0
1755,1755,A,0
1756,1756,A,0
1757,1757,B,0
1758,1758,B,1
1759,1759,B,0
1760,1760,B,1
1761,1761,A,0
1762,1762,A,0
1763,1763,B,0
1764,1764,A,0
1765,1765,A,0
1766,1766,B,0
1767,1767,B,0
1768,1768,B,0
1769,1769,B,0
1770,1770,B,0
1771,1771,A,0
1772,1772,B,0
1773,1773,B,0
1774,1774,A,0
1775,1775,B,0
1776,1776,B,0
1777,1777,B,0
1778,1778,A,0
1779,1779,A,0
1780,1780,B,0
1781,1781,B,0
1782,1782,B,0
1783,1783,B,0
1784,1784,A,0
1785,1785,A,0
1786,1786,B,0
1787,1787,A,1
1788,1788,A,0
1789,1789,B,0
1790,1790,B,0
1791,1791,A,0
1792,1792,A,0
1793,1793,B,1
1794,1794,B,0
1795,1795,A,1
1796,1796,B,0
1797,1797,A,0
1798,1798,B,0
1799,1799,B,0
1800,1800,B,0
1801,1801,A,0
1802,1802,A,0
1803,1803,B,0
1804,1804,B,0
1805,1805,B,0
1806,1806,A,0
1807,1807,A,0
1808,1808,A,0
1809,1809,B,1
1810,1810,B,0
1811,1811,B,0
1812,1812,A,0
1813,1813,A,0
1814,1814,A,0
1815,1815,A,1
1816,1816,A,0
1817,1817,A,0
1818,1818,A,0
1819,1819,B,0
1820,1820,A,0
1821,1821,A,0
1822,1822,A,0
1823,1823,A,0
1824,1824,A,0
1825,1825,A,0
1826,1826,B,0
1827,1827,A,0
1828,1828,B,0
1829,1829,B,0
1830,1830,B,0
1831,1831,B,0
1832,1832,B,0
1833,1833,A,0
1834,1834,A,0
1835,1835,B,1
1836,1836,B,0
1837,1837,B,0
1838,1838,B,0
1839,1839,A,0
1840,1840,A,0
1841,1841,A,0
1842,1842,B,0
1843,1843,A,0
1844,1844,B,0
1845,1845,A,0
1846,1846,A,0
1847,1847,A,0
1848,1848,A,0
1849,1849,A,0
1850,1850,A,0
1851,1851,B,0
1852,1852,A,0
1853,1853,B,0
1854,1854,B,0
1855,1855,B,0
1856,1856,A,0
1857,1857,B,0
1858,1858,B,0
1859,1859,A,0
1860,1860,B,1
1861,1861,A,0
1862,1862,B,0
1863,1863,A,0
1864,1864,B,0
1865,1865,A,0
1866,1866,B,0
1867,1867,B,0
1868,1868,B,0
1869,1869,B,0
1870,1870,A,0
1871,1871,A,0
1872,1872,B,1
1873,1873,B,0
1874,1874,A,0
1875,1875,A,0
1876,1876,B,0
1877,1877,A,1
1878,1878,B,0
1879,1879,B,0
1880,1880,B,0
1881,1881,A,0
1882,1882,A,0
1883,1883,B,0
1884,1884,A,0
1885,1885,A,0
1886,1886,A,0
1887,1887,A,0
1888,1888,A,0
1889,1889,B,0
1890,1890,A,0
1891,1891,B,0
1892,1892,A,0
1893,1893,A,1
1894,1894,B,0
1895,1895,A,0
1896,1896,B,0
1897,1897,A,0
1898,1898,B,1
1899,1899,A,1
1900,1900,B,0
1901,1901,A,0
1902,1902,A,0
1903,1903,A,0
1904,1904,B,0
1905,1905,B,0
1906,1906,A,0
1907,1907,A,0
1908,1908,B,1
1909,1909,B,0
1910,1910,B,0
1911,1911,A,0
1912,1912,A,0
1913,1913,A,0
1914,1914,A,0
1915,1915,B,0
1916,1916,A,0
1917,1917,A,0
1918,1918,A,0
1919,1919,B,0
1920,1920,B,0
1921,1921,B,0
1922,1922,B,0
1923,1923,B,0
1924,1924,B,0
1925,1925,B,0
1926,1926,A,0
1927,1927,B,0
1928,1928,B,0
1929,1929,B,0
1930,1930,A,0
1931,1931,B,0
1932,1932,A,0
1933,1933,A,0
1934,1934,A,0
1935,1935,B,0
1936,1936,B,0
1937,1937,A,0
1938,1938,B,0
1939,1939,A,0
1940,1940,A,1
1941,1941,B,0
1942,1942,A,0
1943,1943,B,0
1944,1944,B,0
1945,1945,B,0
1946,1946,A,0
1947,1947,A,0
1948,1948,B,0
1949,1949,A,0
1950,1950,B,0
1951,1951,A,0
1952,1952,B,0
1953,1953,A,0
1954,1954,A,0
1955,1955,A,0
1956,1956,A,0
1957,1957,A,0
1958,1958,A,0
1959,1959,A,0
1960,1960,A,0
1961,1961,A,0
1962,1962,A,0
1963,1963,B,0
1964,1964,A,0
1965,1965,A,0
1966,1966,A,0
1967,1967,B,0
1968,1968,A,0
1969,1969,B,0
1970,1970,A,0
1971,1971,A,0
1972,1972,B,1
1973,1973,B,0
1974,1974,A,0
1975,1975,B,1
1976,1976,A,0
1977,1977,B,0
1978,1978,A,0
1979,1979,B,0
1980,1980,B,0
1981,1981,A,0
1982,1982,A,0
1983,1983,A,0
1984,1984,A,0
1985,1985,A,0
1986,1986,B,0
1987,1987,B,0
1988,1988,B,0
1989,1989,B,0
1990,1990,B,0
1991,1991,B,0
1992,1992,A,1
1993,1993,B,0
1994,1994,B,0
1995,1995,B,0
1996,1996,B,1
1997,1997,A,0
1998,1998,A,0
1999,1999,B,0
2000,2000,A,0
2001,2001,B,0
2002,2002,B,1
2003,2003,B,0
2004,2004,B,0
2005,2005,B,0
2006,2006,B,0
2007,2007,A,0
2008,2008,B,1
2009,2009,A,0
2010,2010,A,1
2011,2011,B,0
2012,2012,B,0
2013,2013,A,0
2014,2014,B,1
2015,2015,A,1
2016,2016,B,0
2017,2017,B,0
2018,2018,A,0
2019,2019,B,1
2020,2020,B,0
2021,2021,A,0
2022,2022,B,1
2023,2023,A,0
2024,2024,A,0
2025,2025,B,1
2026,2026,B,1
2027,2027,B,0
2028,2028,B,0
2029,2029,A,0
2030,2030,B,0
2031,2031,A,0
2032,2032,B,0
2033,2033,B,0
2034,2034,A,0
2035,2035,B,0
2036,2036,B,1
2037,2037,A,0
2038,2038,A,1
2039,2039,B,0
2040,2040,A,0
2041,2041,A,0
2042,2042,A,0
2043,2043,A,1
2044,2044,A,0
2045,2045,A,0
2046,2046,A,0
2047,2047,B,0
2048,2048,A,0
2049,2049,A,0
2050,2050,A,0
2051,2051,B,0
2052,2052,A,1
2053,2053,B,0
2054,2054,B,0
2055,2055,A,0
2056,2056,B,0
2057,2057,B,0
2058,2058,A,0
2059,2059,A,0
2060,2060,B,0
2061,2061,A,1
2062,2062,A,0
2063,2063,B,0
2064,2064,A,1
2065,2065,A,1
2066,2066,B,0
2067,2067,B,0
2068,2068,B,0
2069,2069,B,0
2070,2070,A,0
2071,2071,B,0
2072,2072,B,0
2073,2073,B,0
2074,2074,B,1
2075,2075,B,0
2076,2076,B,0
2077,2077,B,0
2078,2078,B,0
2079,2079,A,0
2080,2080,A,0
2081,2081,A,0
2082,2082,A,0
2083,2083,B,0
2084,2084,B,0
2085,2085,B,0
2086,2086,A,0
2087,2087,A,0
2088,2088,A,1
2089,2089,B,0
2090,2090,A,0
2091,2091,A,0
2092,2092,A,1
2093,2093,A,0
2094,2094,B,1
2095,2095,B,0
2096,2096,A,0
2097,2097,A,0
2098,2098,B,0
2099,2099,A,0
2100,2100,A,0
2101,2101,A,0
2102,2102,B,0
2103,2103,B,0
2104,2104,B,0
2105,2105,A,0
2106,2106,B,0
2107,2107,A,0
2108,2108,A,0
2109,2109,A,0
2110,2110,B,0
2111,2111,A,0
2112,2112,B,1
2113,2113,B,0
2114,2114,B,0
2115,2115,A,0
2116,2116,A,0
2117,2117,B,0
2118,2118,B,0
2119,2119,A,0
2120,2120,A,0
2121,2121,A,0
2122,2122,B,0
2123,2123,A,0
2124,2124,A,0
2125,2125,B,0
2126,2126,B,1
2127,2127,A,0
2128,2128,B,0
2129,2129,A,0
2130,2130,A,0
2131,2131,A,0
2132,2132,A,0
2133,2133,B,0
2134,2134,A,0
2135,2135,A,0
2136,2136,A,0
2137,2137,B,0
2138,2138,A,0
2139,2139,B,0
2140,2140,B,0
2141,2141,B,0
2142,2142,A,0
2143,2143,A,1
2144,2144,A,0
2145,2145,A,0
2146,2146,A,0
2147,2147,A,0
2148,2148,A,0
2149,2149,A,0
2150,2150,A,0
2151,2151,B,0
2152,2152,B,0
2153,2153,B,0
2154,2154,B,0
2155,2155,A,0
2156,2156,B,1
2157,2157,A,0
2158,2158,A,0
2159,2159,B,0
2160,2160,B,0
2161,2161,B,0
2162,2162,B,0
2163,2163,B,1
2164,2164,B,0
2165,2165,B,0
2166,2166,B,0
2167,2167,B,1
2168,2168,A,0
2169,2169,B,0
2170,2170,A,0
2171,2171,A,0
2172,2172,A,0
2173,2173,B,0
2174,2174,A,0
2175,2175,B,0
2176,2176,A,1
2177,2177,A,1
2178,2178,A,0
2179,2179,B,0
2180,2180,A,0
2181,2181,A,0
2182,2182,A,0
2183,2183,A,0
2184,2184,B,0
2185,2185,A,0
2186,2186,A,0
2187,2187,B,0
2188,2188,B,0
2189,2189,A,0
2190,2190,A,0
2191,2191,A,0
2192,2192,B,0
2193,2193,B,0
2194,2194,B,0
2195,2195,B,0
2196,2196,A,0
2197,2197,B,0
2198,2198,A,0
2199,2199,B,0
2200,2200,A,0
2201,2201,A,0
2202,2202,B,0
2203,2203,A,0
2204,2204,B,0
2205,2205,A,0
2206,2206,B,0
2207,2207,A,0
2208,2208,B,0
2209,2209,A,0
2210,2210,B,0
2211,2211,B,0
2212,2212,B,0
2213,2213,B,0
2214,2214,B,0
2215,2215,B,0
2216,2216,A,0
2217,2217,A,0
2218,2218,A,0
2219,2219,A,0
2220,2220,B,0
2221,2221,A,0
2222,2222,A,0
2223,2223,A,0
2224,2224,B,1
2225,2225,A,0
2226,2226,A,0
2227,2227,B,1
2228,2228,A,0
2229,2229,A,0
2230,2230,A,0
2231,2231,A,0
2232,2232,A,0
2233,2233,B,0
2234,2234,B,0
2235,2235,A,0
2236,2236,B,0
2237,2237,A,0
2238,2238,A,0
2239,2239,B,0
2240,2240,B,0
2241,2241,B,1
2242,2242,A,1
2243,2243,A,0
2244,2244,B,0
2245,2245,B,0
2246,2246,A,0
2247,2247,B,0
2248,2248,A,0
2249,2249,A,0
2250,2250,B,0
2251,2251,B,0
2252,2252,B,0
2253,2253,B,0
2254,2254,B,0
2255,2255,A,0
2256,2256,A,0
2257,2257,A,0
2258,2258,B,0
2259,2259,B,0
2260,2260,B,0
2261,2261,A,0
2262,2262,A,0
2263,2263,A,0
2264,2264,B,0
2265,2265,A,0
2266,2266,A,0
2267,2267,B,0
2268,2268,B,0
2269,2269,B,0
2270,2270,A,1
2271,2271,A,0
2272,2272,A,0
2273,2273,B,0
2274,2274,B,0
2275,2275,B,1
2276,2276,B,0
2277,2277,B,0
2278,2278,B,0
2279,2279,A,0
2280,2280,A,0
2281,2281,A,0
2282,2282,A,0
2283,2283,A,0
2284,2284,B,0
2285,2285,A,0
2286,2286,A,0
2287,2287,A,0
2288,2288,B,0
2289,2289,B,0
2290,2290,A,0
2291,2291,A,0
2292,2292,A,0
2293,2293,A,0
2294,2294,A,0
2295,2295,A,0
2296,2296,B,0
2297,2297,B,0
2298,2298,A,0
2299,2299,A,0
2300,2300,B,0
2301,2301,B,0
2302,2302,A,0
2303,2303,A,0
2304,2304,A,0
2305,2305,B,0
2306,2306,A,0
2307,2307,A,1
2308,2308,B,0
2309,2309,A,0
2310,2310,A,0
2311,2311,A,0
2312,2312,B,0
2313,2313,B,0
2314,2314,B,0
2315,2315,A,0
2316,2316,A,1
2317,2317,B,0
2318,2318,A,0
2319,2319,A,0
2320,2320,B,0
2321,2321,B,0
2322,2322,A,0
2323,2323,A,1
2324,2324,B,0
2325,2325,A,0
2326,2326,B,0
2327,2327,A,0
2328,2328,B,0
2329,2329,A,0
2330,2330,A,0
2331,2331,A,1
2332,2332,A,0
2333,2333,A,0
2334,2334,B,0
2335,2335,B,0
2336,2336,A,0
2337,2337,A,0
2338,2338,A,0
2339,2339,B,0
2340,2340,B,0
2341,2341,B,0
2342,2342,B,0
2343,2343,B,1
2344,2344,A,0
2345,2345,A,0
2346,2346,B,0
2347,2347,A,1
2348,2348,A,0
2349,2349,B,0
2350,2350,B,0
2351,2351,B,0
2352,2352,A,0
2353,2353,B,0
2354,2354,A,0
2355,2355,B,0
2356,2356,A,0
2357,2357,A,0
2358,2358,A,1
2359,2359,B,0
2360,2360,A,0
2361,2361,A,0
2362,2362,B,0
2363,2363,A,0
2364,2364,A,0
2365,2365,A,0
2366,2366,B,0
2367,2367,A,0
2368,2368,A,1
2369,2369,A,0
2370,2370,A,0
2371,2371,B,0
2372,2372,B,0
2373,2373,A,0
2374,2374,A,0
2375,2375,A,0
2376,2376,B,1
2377,2377,A,0
2378,2378,A,0
2379,2379,A,0
2380,2380,B,0
2381,2381,A,0
2382,2382,B,0
2383,2383,B,0
2384,2384,B,0
2385,2385,B,1
2386,2386,B,0
2387,2387,B,0
2388,2388,B,0
2389,2389,B,0
2390,2390,B,0
2391,2391,A,1
2392,2392,A,0
2393,2393,B,0
2394,2394,B,0
2395,2395,B,0
2396,2396,A,0
2397,2397,A,0
2398,2398,B,0
2399,2399,B,0
2400,2400,A,0
2401,2401,B,0
2402,2402,B,0
2403,2403,A,0
2404,2404,B,0
2405,2405,A,0
2406,2406,A,0
2407,2407,A,0
2408,2408,A,1
2409,2409,B,0
2410,2410,B,0
2411,2411,A,0
2412,2412,A,0
2413,2413,B,0
2414,2414,A,0
2415,2415,B,0
2416,2416,A,0
2417,2417,A,0
2418,2418,A,0
2419,2419,B,0
2420,2420,B,0
2421,2421,A,0
2422,2422,B,0
2423,2423,A,0
2424,2424,B,0
2425,2425,A,0
2426,2426,B,0
2427,2427,B,1
2428,2428,B,0
2429,2429,B,0
2430,2430,A,0
2431,2431,A,0
2432,2432,B,0
2433,2433,A,0
2434,2434,B,0
2435,2435,B,0
2436,2436,B,0
2437,2437,A,0
2438,2438,B,0
2439,2439,A,0
2440,2440,B,0
2441,2441,A,0
2442,2442,A,0
2443,2443,B,0
2444,2444,A,0
2445,2445,A,0
2446,2446,A,0
2447,2447,B,0
2448,2448,A,0
2449,2449,A,0
2450,2450,B,0
2451,2451,B,0
2452,2452,A,0
2453,2453,B,0
2454,2454,A,0
2455,2455,B,0
2456,2456,B,0
2457,2457,B,0
2458,2458,A,0
2459,2459,A,0
2460,2460,B,0
2461,2461,B,0
2462,2462,A,0
2463,2463,B,0
2464,2464,B,0
2465,2465,A,0
2466,2466,A,0
2467,2467,B,0
2468,2468,B,1
2469,2469,B,0
2470,2470,A,0
2471,2471,A,0
2472,2472,A,0
2473,2473,B,0
2474,2474,B,1
2475,2475,B,0
2476,2476,A,1
2477,2477,B,1
2478,2478,A,0
2479,2479,A,0
2480,2480,B,0
2481,2481,A,0
2482,2482,B,0
2483,2483,A,0
2484,2484,A,0
2485,2485,B,0
2486,2486,A,0
2487,2487,B,1
2488,2488,A,0
2489,2489,A,1
2490,2490,B,0
2491,2491,A,0
2492,2492,A,0
2493,2493,B,1
2494,2494,B,0
2495,2495,B,0
2496,2496,A,0
2497,2497,A,0
2498,2498,B,0
2499,2499,B,0
2500,2500,A,0
2501,2501,B,0
2502,2502,A,0
2503,2503,B,0
2504,2504,B,0
2505,2505,B,0
2506,2506,A,0
2507,2507,B,0
2508,2508,B,0
2509,2509,B,0
2510,2510,A,1
2511,2511,A,0
2512,2512,A,0
2513,2513,A,0
2514,2514,B,0
2515,2515,B,0
2516,2516,B,0
2517,2517,B,0
2518,2518,A,0
2519,2519,B,0
2520,2520,B,0
2521,2521,A,0
2522,2522,B,0
2523,2523,A,1
2524,2524,A,1
2525,2525,B,0
2526,2526,B,0
2527,2527,A,0
2528,2528,B,0
2529,2529,A,1
2530,2530,B,1
2531,2531,A,0
2532,2532,B,0
2533,2533,A,0
2534,2534,B,0
2535,2535,B,1
2536,2536,A,0
2537,2537,B,0
2538,2538,A,0
2539,2539,A,0
2540,2540,A,0
2541,2541,B,0
2542,2542,B,1
2543,2543,B,0
2544,2544,A,0
2545,2545,A,0
2546,2546,A,0
2547,2547,B,0
2548,2548,B,0
2549,2549,A,0
2550,2550,B,0
2551,2551,A,0
2552,2552,B,0
2553,2553,A,0
2554,2554,A,0
2555,2555,A,0
2556,2556,A,0
2557,2557,A,0
2558,2558,B,1
2559,2559,B,0
2560,2560,B,0
2561,2561,A,1
2562,2562,A,0
2563,2563,B,0
2564,2564,A,0
2565,2565,B,0
2566,2566,A,1
2567,2567,B,0
2568,2568,B,0
2569,2569,A,0
2570,2570,B,1
2571,2571,B,1
2572,2572,A,0
2573,2573,B,0
2574,2574,B,0
2575,2575,A,0
2576,2576,B,0
2577,2577,B,0
2578,2578,B,0
2579,2579,B,0
2580,2580,B,0
2581,2581,B,0
2582,2582,B,1
2583,2583,B,0
2584,2584,A,0
2585,2585,B,0
2586,2586,B,0
2587,2587,B,0
2588,2588,A,0
2589,2589,A,0
2590,2590,A,0
2591,2591,A,0
2592,2592,A,0
2593,2593,B,0
2594,2594,B,0
2595,2595,B,0
2596,2596,B,0
2597,2597,B,0
2598,2598,B,0
2599,2599,A,0
2600,2600,A,0
2601,2601,B,0
2602,2602,A,0
2603,2603,B,0
2604,2604,B,0
2605,2605,B,0
2606,2606,B,0
2607,2607,B,0
2608,2608,A,0
2609,2609,A,0
2610,2610,A,0
2611,2611,B,0
2612,2612,A,0
2613,2613,A,1
2614,2614,A,0
2615,2615,B,0
2616,2616,A,0
2617,2617,B,0
2618,2618,B,0
2619,2619,A,0
2620,2620,B,1
2621,2621,B,0
2622,2622,B,0
2623,2623,A,0
2624,2624,A,0
2625,2625,A,0
2626,2626,B,0
2627,2627,B,0
2628,2628,A,0
2629,2629,B,0
2630,2630,A,1
2631,2631,B,0
2632,2632,B,1
2633,2633,B,0
2634,2634,A,0
2635,2635,B,0
2636,2636,B,0
2637,2637,A,0
2638,2638,B,0
2639,2639,A,1
2640,2640,B,1
2641,2641,A,0
2642,2642,B,0
2643,2643,A,0
2644,2644,B,0
2645,2645,A,0
2646,2646,A,0
2647,2647,A,0
2648,2648,A,0
2649,2649,B,0
2650,2650,B,0
2651,2651,A,0
2652,2652,A,0
2653,2653,A,0
2654,2654,B,0
2655,2655,B,0
2656,2656,A,0
2657,2657,A,0
2658,2658,A,0
2659,2659,B,0
2660,2660,A,0
2661,2661,A,0
2662,2662,A,0
2663,2663,A,1
2664,2664,B,0
2665,2665,B,0
2666,2666,B,0
2667,2667,A,0
2668,2668,B,1
2669,2669,A,0
2670,2670,A,0
2671,2671,B,0
2672,2672,A,0
2673,2673,A,0
2674,2674,A,0
2675,2675,A,0
2676,2676,A,1
2677,2677,B,0
2678,2678,A,0
2679,2679,B,0
2680,2680,A,0
2681,2681,A,0
2682,2682,B,0
2683,2683,B,0
2684,2684,A,0
2685,2685,A,0
2686,2686,B,0
2687,2687,A,0
2688,2688,B,0
2689,2689,B,0
2690,2690,A,0
2691,2691,B,0
2692,2692,B,0
2693,2693,B,1
2694,2694,A,1
2695,2695,B,0
2696,2696,B,0
2697,2697,B,0
2698,2698,B,0
2699,2699,B,0
2700,2700,B,0
2701,2701,B,0
2702,2702,A,0
2703,2703,A,0
2704,2704,B,0
2705,2705,B,0
2706,2706,A,0
2707,2707,B,0
2708,2708,A,0
2709,2709,A,0
2710,2710,A,0
2711,2711,B,0
2712,2712,B,0
2713,2713,A,0
2714,2714,A,0
2715,2715,B,0
2716,2716,B,0
2717,2717,B,0
2718,2718,A,0
2719,2719,B,0
2720,2720,A,0
2721,2721,B,0
2722,2722,B,0
2723,2723,A,0
2724,2724,B,0
2725,2725,B,1
2726,2726,B,0
2727,2727,B,0
2728,2728,A,0
2729,2729,B,0
2730,2730,A,0
2731,2731,A,0
2732,2732,B,0
2733,2733,B,0
2734,2734,B,0
2735,2735,B,0
2736,2736,A,0
2737,2737,A,0
2738,2738,A,0
2739,2739,B,0
2740,2740,A,0
2741,2741,A,0
2742,2742,A,0
2743,2743,B,0
2744,2744,A,0
2745,2745,B,0
2746,2746,A,0
2747,2747,A,0
2748,2748,B,1
2749,2749,A,0
2750,2750,B,0
2751,2751,B,0
2752,2752,B,0
2753,2753,B,0
2754,2754,A,0
2755,2755,A,0
2756,2756,B,0
2757,2757,B,0
2758,2758,A,0
2759,2759,A,0
2760,2760,B,0
2761,2761,A,0
2762,2762,A,0
2763,2763,A,0
2764,2764,B,0
2765,2765,B,1
2766,2766,B,0
2767,2767,B,1
2768,2768,B,0
2769,2769,A,0
2770,2770,B,0
2771,2771,B,0
2772,2772,B,0
2773,2773,B,0
2774,2774,B,0
2775,2775,A,0
2776,2776,A,0
2777,2777,B,0
2778,2778,B,0
2779,2779,B,0
2780,2780,B,0
2781,2781,A,0
2782,2782,B,0
2783,2783,A,0
2784,2784,B,0
2785,2785,A,0
2786,2786,A,1
2787,2787,A,0
2788,2788,B,0
2789,2789,B,0
2790,2790,A,0
2791,2791,A,1
2792,2792,B,0
2793,2793,A,0
2794,2794,B,0
2795,2795,B,0
2796,2796,B,0
2797,2797,A,0
2798,2798,A,0
2799,2799,B,0
2800,2800,A,1
2801,2801,A,1
2802,2802,B,0
2803,2803,B,0
2804,2804,B,0
2805,2805,A,1
2806,2806,B,0
2807,2807,A,0
2808,2808,A,0
2809,2809,A,0
2810,2810,A,0
2811,2811,B,1
2812,2812,A,0
2813,2813,B,0
2814,2814,A,1
2815,2815,B,0
2816,2816,A,0
2817,2817,A,0
2818,2818,A,0
2819,2819,B,0
2820,2820,A,0
2821,2821,B,0
2822,2822,A,0
2823,2823,B,0
2824,2824,A,0
2825,2825,B,0
2826,2826,A,0
2827,2827,A,0
2828,2828,A,0
2829,2829,B,0
2830,2830,B,0
2831,2831,B,0
2832,2832,B,0
2833,2833,A,0
2834,2834,B,0
2835,2835,B,0
2836,2836,B,0
2837,2837,A,0
2838,2838,A,0
2839,2839,B,1
2840,2840,A,0
2841,2841,B,0
2842,2842,B,0
2843,2843,B,0
2844,2844,B,0
2845,2845,B,0
2846,2846,A,0
2847,2847,A,0
2848,2848,B,0
2849,2849,B,0
2850,2850,B,0
2851,2851,B,0
2852,2852,B,0
2853,2853,A,0
2854,2854,A,0
2855,2855,B,0
2856,2856,B,0
2857,2857,B,0
2858,2858,A,0
2859,2859,A,0
2860,2860,A,0
2861,2861,A,0
2862,2862,B,0
2863,2863,B,0
2864,2864,A,0
2865,2865,B,1
2866,2866,B,0
2867,2867,B,0
2868,2868,A,0
2869,2869,B,0
2870,2870,A,0
2871,2871,B,0
2872,2872,B,0
2873,2873,B,1
2874,2874,A,0
2875,2875,A,0
2876,2876,A,0
2877,2877,A,0
2878,2878,B,0
2879,2879,A,0
2880,2880,A,0
2881,2881,B,0
2882,2882,A,0
2883,2883,B,0
2884,2884,A,0
2885,2885,A,0
2886,2886,B,0
2887,2887,A,0
2888,2888,B,0
2889,2889,A,0
2890,2890,A,0
2891,2891,A,0
2892,2892,B,0
2893,2893,A,0
2894,2894,A,0
2895,2895,B,0
2896,2896,B,0
2897,2897,A,0
2898,2898,B,0
2899,2899,B,0
2900,2900,B,0
2901,2901,B,0
2902,2902,B,0
2903,2903,B,1
2904,2904,A,0
2905,2905,B,0
2906,2906,A,0
2907,2907,A,0
2908,2908,A,0
2909,2909,A,0
2910,2910,A,1
2911,2911,B,1
2912,2912,A,0
2913,2913,A,0
2914,2914,B,0
2915,2915,A,1
2916,2916,B,0
2917,2917,B,0
2918,2918,B,0
2919,2919,A,0
2920,2920,A,0
2921,2921,A,0
2922,2922,B,0
2923,2923,B,0
2924,2924,B,0
2925,2925,B,0
2926,2926,B,0
2927,2927,B,0
2928,2928,A,1
2929,2929,B,0
2930,2930,A,0
2931,2931,A,0
2932,2932,A,1
2933,2933,A,0
2934,2934,A,0
2935,2935,B,1
2936,2936,B,0
2937,2937,A,1
2938,2938,A,0
2939,2939,B,0
2940,2940,B,1
2941,2941,A,0
2942,2942,A,0
2943,2943,A,0
2944,2944,A,0
2945,2945,A,0
2946,2946,A,0
2947,2947,B,0
2948,2948,A,0
2949,2949,A,0
2950,2950,A,0
2951,2951,B,0
2952,2952,B,0
2953,2953,A,0
2954,2954,B,1
2955,2955,B,0
2956,2956,B,0
2957,2957,A,0
2958,2958,A,0
2959,2959,A,1
2960,2960,B,0
2961,2961,A,0
2962,2962,A,0
2963,2963,A,0
2964,2964,A,0
2965,2965,A,0
2966,2966,A,0
2967,2967,B,1
2968,2968,B,1
2969,2969,A,0
2970,2970,B,0
2971,2971,B,0
2972,2972,B,1
2973,2973,B,0
2974,2974,A,0
2975,2975,B,0
